file_size,pipe_count,redirect_count,curl_wget_count,nc_netcat_count,bash_sh_count,eval_exec_count,reverse_shell,base64_encoding,credential_access,ssh_usage,cron_systemd,sudo_usage,hidden_files,has_ip_address,has_port,script_length,line_count,comment_ratio,semicolon_count,ampersand_count,hex_encoding,long_lines,label,path
165,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,165,7,0.42857142857142855,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_55.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_21.sh
109,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,109,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_17.sh
173,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,173,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_23.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_63.sh
148,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,148,3,1.0,3,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_24.sh
106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,4,0.75,3,0,0,0,1,synthetic-malware/lotl-attacks/discovery_34.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_5.sh
85,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,85,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_40.sh
109,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,109,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/lateral_17.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_65.sh
142,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,142,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/lateral_16.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_39.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_2.sh
148,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,148,3,1.0,3,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_9.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_6.sh
142,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,142,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/lateral_38.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_69.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_24.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_51.sh
109,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,109,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_41.sh
98,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,98,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_8.sh
82,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,82,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_69.sh
88,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,88,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_26.sh
103,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_18.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_74.sh
115,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,115,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_89.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_14.sh
103,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_82.sh
88,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,88,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_86.sh
109,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,109,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_81.sh
148,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,148,3,1.0,3,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_39.sh
83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,5,0.6,0,0,0,0,1,synthetic-malware/lotl-attacks/discovery_27.sh
109,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,109,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/lateral_7.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_77.sh
91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,91,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_64.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_2.sh
109,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,109,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/lateral_49.sh
106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,4,0.75,3,0,0,0,1,synthetic-malware/lotl-attacks/discovery_40.sh
91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,91,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_88.sh
173,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,173,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_43.sh
129,2,2,0,1,2,1,0,0,0,0,0,0,0,1,0,129,3,1.0,2,1,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_67.sh
82,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,82,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_36.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_26.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_24.sh
85,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,85,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_84.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_83.sh
123,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,123,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_36.sh
165,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,165,7,0.42857142857142855,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_91.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_14.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_58.sh
165,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,165,7,0.42857142857142855,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_67.sh
173,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,173,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_18.sh
103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_91.sh
92,0,2,0,0,3,1,1,0,0,0,0,0,0,1,0,92,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_65.sh
82,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,82,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_48.sh
109,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,109,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_5.sh
123,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,123,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_72.sh
103,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_22.sh
82,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,82,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_99.sh
103,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_6.sh
142,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,142,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/lateral_6.sh
91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,91,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_52.sh
123,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,123,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_4.sh
173,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,173,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_98.sh
165,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,165,7,0.42857142857142855,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_25.sh
80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,3,1.0,0,0,1,0,1,synthetic-malware/lotl-attacks/obfuscated_91.sh
173,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,173,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_33.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_42.sh
142,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,142,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/lateral_18.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_48.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_53.sh
91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,91,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_79.sh
85,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,85,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_0.sh
80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,3,1.0,0,0,1,0,1,synthetic-malware/lotl-attacks/obfuscated_76.sh
83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,5,0.6,0,0,0,0,1,synthetic-malware/lotl-attacks/discovery_7.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_11.sh
98,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,98,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_65.sh
85,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,85,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_60.sh
98,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,98,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_95.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_33.sh
109,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,109,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_37.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_35.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_71.sh
83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,5,0.6,0,0,0,0,1,synthetic-malware/lotl-attacks/discovery_33.sh
80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,3,1.0,0,0,1,0,1,synthetic-malware/lotl-attacks/obfuscated_10.sh
80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,3,1.0,0,0,1,0,1,synthetic-malware/lotl-attacks/obfuscated_52.sh
103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_55.sh
109,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,109,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/lateral_31.sh
91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,91,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_28.sh
88,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,88,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_1.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_14.sh
106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,4,0.75,3,0,0,0,1,synthetic-malware/lotl-attacks/discovery_24.sh
80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,3,1.0,0,0,1,0,1,synthetic-malware/lotl-attacks/obfuscated_61.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_18.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_38.sh
88,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,88,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_31.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_90.sh
173,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,173,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_63.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_90.sh
83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,5,0.6,0,0,0,0,1,synthetic-malware/lotl-attacks/discovery_21.sh
115,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,115,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_5.sh
106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,4,0.75,3,0,0,0,1,synthetic-malware/lotl-attacks/discovery_0.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_89.sh
96,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,96,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_67.sh
109,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,109,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_25.sh
88,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,88,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_16.sh
80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,3,1.0,0,0,1,0,1,synthetic-malware/lotl-attacks/obfuscated_46.sh
96,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,96,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_11.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_90.sh
80,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,80,3,1.0,0,0,1,0,1,synthetic-malware/lotl-attacks/obfuscated_25.sh
142,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,142,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/lateral_22.sh
91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,91,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_70.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_53.sh
82,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,82,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_78.sh
106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,4,0.75,3,0,0,0,1,synthetic-malware/lotl-attacks/discovery_16.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_89.sh
123,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,123,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_8.sh
98,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,98,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_29.sh
129,2,2,0,1,2,1,0,0,0,0,0,0,0,1,0,129,3,1.0,2,1,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_42.sh
85,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,85,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_36.sh
92,0,2,0,0,3,1,1,0,0,0,0,0,0,1,0,92,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_55.sh
103,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_74.sh
148,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,148,3,1.0,3,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_44.sh
83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,5,0.6,0,0,0,0,1,synthetic-malware/lotl-attacks/discovery_47.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_57.sh
106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,4,0.75,3,0,0,0,1,synthetic-malware/lotl-attacks/discovery_12.sh
98,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,98,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_38.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_93.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_54.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_81.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_41.sh
85,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,85,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_20.sh
103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_67.sh
142,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,142,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/lateral_32.sh
106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,4,0.75,3,0,0,0,1,synthetic-malware/lotl-attacks/discovery_30.sh
91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,91,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_97.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_18.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_77.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_72.sh
165,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,165,7,0.42857142857142855,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_4.sh
88,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,88,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_41.sh
103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_71.sh
98,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,98,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_98.sh
128,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,128,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_9.sh
99,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_60.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_65.sh
82,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,82,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_45.sh
103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_79.sh
109,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,109,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/lateral_3.sh
165,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,165,7,0.42857142857142855,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_97.sh
129,2,2,0,1,2,1,0,0,0,0,0,0,0,1,0,129,3,1.0,2,1,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_37.sh
173,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,173,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_8.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_86.sh
129,2,2,0,1,2,1,0,0,0,0,0,0,0,1,0,129,3,1.0,2,1,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_87.sh
82,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,82,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_12.sh
83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,5,0.6,0,0,0,0,1,synthetic-malware/lotl-attacks/discovery_25.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_46.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_56.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_68.sh
123,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,123,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_20.sh
109,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,109,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_45.sh
103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_35.sh
91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,91,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/privesc_49.sh
103,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_66.sh
165,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,165,7,0.42857142857142855,0,0,0,0,1,synthetic-malware/lotl-attacks/persistence_1.sh
90,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_50.sh
123,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,123,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_64.sh
92,0,2,0,0,3,1,1,0,0,0,0,0,0,1,0,92,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/reverse_shell_5.sh
115,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,115,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_1.sh
106,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106,4,0.75,3,0,0,0,1,synthetic-malware/lotl-attacks/discovery_48.sh
83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,5,0.6,0,0,0,0,1,synthetic-malware/lotl-attacks/discovery_17.sh
109,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,109,3,1.0,2,0,0,0,1,synthetic-malware/lotl-attacks/lateral_15.sh
96,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,96,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_87.sh
112,0,4,0,0,4,1,1,0,0,0,0,0,1,1,0,112,3,1.0,0,2,0,0,1,synthetic-malware/lotl-attacks/persistence_17.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_95.sh
83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,5,0.6,0,0,0,0,1,synthetic-malware/lotl-attacks/discovery_5.sh
115,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,115,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/data_exfil_77.sh
85,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,85,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_24.sh
103,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,103,4,0.75,0,0,0,0,1,synthetic-malware/lotl-attacks/cred_dump_47.sh
90,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,90,3,1.0,0,0,0,0,1,synthetic-malware/lotl-attacks/obfuscated_62.sh
